"Common_name","Scientific_name","Family_description","Family","Order","Sex","all_color"
"Baglafecht Weaver","Ploceus_baglafecht","Weavers and allies","Ploceidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Bahama Yellowthroat","Geothlypis_rostrata","New World warblers","Parulidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Baillon's Crake","Porzana_pusilla","Rails, crakes and allies","Rallidae","Gruiformes","M","brownish gray, gray"
"Baird's Sandpiper","Calidris_bairdii","Sandpipers and allies","Scolopacidae","Charadriiformes","F","brownish gray, dark gray, gray, medium-dark yellow-buff, pale cream, pale gray"
"Baird's Sparrow","Ammodramus_bairdii","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","gray, medium-dark yellow-buff"
"Baird's Sparrow","Ammodramus_bairdii","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","gray, medium yellow-buff, medium-dark yellow-buff"
"Bald Eagle","Haliaeetus_leucocephalus","Osprey, kites, hawks and eagles","Accipitridae","Accipitriformes","F","brownish gray, gray"
"Bald Eagle","Haliaeetus_leucocephalus","Osprey, kites, hawks and eagles","Accipitridae","Accipitriformes",NA,"gray"
"Baltimore Oriole","Icterus_galbula","New World blackbirds","Icteridae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium orange-buff, medium yellow-buff, medium-dark orange-buff, medium-dark yellow-buff"
"Bamboo Antshrike","Cymbilaimus_sanctaemariae","Antbirds","Thamnophilidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff"
"Bamboo Antshrike","Cymbilaimus_sanctaemariae","Antbirds","Thamnophilidae","Passeriformes","M","black, dark gray, gray, pale gray"
"Bananaquit","Coereba_flaveola","Bananaquit","Coerebidae","Passeriformes","F","brownish gray, dark gray, gray, medium cream, medium yellow-buff, pale cream"
"Bananaquit","Coereba_flaveola","Bananaquit","Coerebidae","Passeriformes","M","black, brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream, pale gray"
"Band-rumped Swift","Chaetura_spinicaudus","Swifts","Apodidae","Apodiformes","M","brownish gray, dark gray, gray"
"Band-rumped Swift","Chaetura_spinicaudus","Swifts","Apodidae","Apodiformes",NA,"black, brownish gray, dark gray, gray"
"Band-tailed Antshrike","Sakesphorus_melanothorax","Antbirds","Thamnophilidae","Passeriformes","F","brownish gray, dark gray, dark rufous, gray, medium-dark brown, medium-dark rufous"
"Band-tailed Antshrike","Sakesphorus_melanothorax","Antbirds","Thamnophilidae","Passeriformes","M","black, brownish gray, dark gray, gray, pale gray"
"Band-tailed Barbthroat","Threnetes_ruckeri","Hummingbirds","Trochilidae","Apodiformes","M","brownish gray, dark gray, gray, medium green, medium-dark green, medium-dark orange-buff"
"Band-tailed Pigeon","Patagioenas_fasciata","Doves and pigeons","Columbidae","Columbiformes","F","brownish gray, dark gray, gray, medium-dark green, medium-dark olive, medium-dark yellow-buff, olive-gray"
"Band-tailed Seedeater","Catamenia_analis","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark yellow-buff"
"Band-tailed Sierra-finch","Phrygilus_alaudinus","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray"
"Banded White-eye","Zosterops_vellalavella","White-eyes","Zosteropidae","Passeriformes","M","brownish gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff"
"Bar-breasted Firefinch","Lagonosticta_rufopicta","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","medium red-brown, medium tan, medium-dark red-brown, pale buff, pale pinkish buff, very pale buff, very pale orange-buff"
"Bar-breasted Firefinch","Lagonosticta_rufopicta","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","medium buff, medium pinkish buff, medium red-brown, medium tan, medium-dark red-brown, pale buff, pale pinkish buff, very pale buff, very pale orange-buff"
"Bar-shouldered Dove","Geopelia_humeralis","Doves and pigeons","Columbidae","Columbiformes","F","brownish gray, dark gray, gray, medium-dark rufous, pale gray"
"Bar-tailed Godwit","Limosa_lapponica","Sandpipers and allies","Scolopacidae","Charadriiformes","F","brownish gray, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale cream"
"Bar-throated Apalis","Apalis_thoracica","Cisticolas and allies","Cisticolidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Bare-necked Fruitcrow","Gymnoderus_foetidus","Cotingas","Cotingidae","Passeriformes","F","dark gray, gray"
"Bare-necked Fruitcrow","Gymnoderus_foetidus","Cotingas","Cotingidae","Passeriformes","M","black, dark gray, gray, pale gray"
"Barn Owl","Tyto_alba","Barn owls","Tytonidae","Strigiformes","F","brownish gray, dark gray, gray, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale cream, pale gray"
"Barn Swallow","Hirundo_rustica","Swallows and martins","Hirundinidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Barn Swallow","Hirundo_rustica","Swallows and martins","Hirundinidae","Passeriformes","M","brownish gray, dark gray, gray, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, pale cream"
"Barn Swallow","Hirundo_rustica","Swallows and martins","Hirundinidae","Passeriformes",NA,"black, blue, brownish gray, dark blue, dark gray, dark rufous, gray, medium cream, medium orange-buff, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale cream"
"Barnacle Goose","Branta_leucopsis","Ducks, geese and swans","Anatidae","Anseriformes","F","black, brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff, pale gray"
"Barred Antshrike","Thamnophilus_doliatus","Antbirds","Thamnophilidae","Passeriformes","F","brownish gray, dark brown, dark rufous, gray, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Barred Antshrike","Thamnophilus_doliatus","Antbirds","Thamnophilidae","Passeriformes","M","dark gray, gray, pale gray"
"Barred Buttonquail","Turnix_suscitator","Buttonquails","Turnicidae","Charadriiformes","F","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff"
"Barred Forest-falcon","Micrastur_ruficollis","Falcons and caracaras","Falconidae","Falconiformes","F","brownish gray, dark gray, gray, medium yellow-buff"
"Bassian Thrush","Zoothera_lunulata","Thrushes","Turdidae","Passeriformes","M","brownish gray, dark gray, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff, pale gray"
"Bat Falcon","Falco_rufigularis","Falcons and caracaras","Falconidae","Falconiformes","F","dark gray, gray, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous"
"Bat Falcon","Falco_rufigularis","Falcons and caracaras","Falconidae","Falconiformes","M","dark gray, gray, medium-dark orange-buff, medium-dark rufous, pale cream"
"Bat Falcon","Falco_rufigularis","Falcons and caracaras","Falconidae","Falconiformes",NA,"dark gray, gray, medium orange-buff, pale cream"
"Bay-breasted Warbler","Dendroica_castanea","New World warblers","Parulidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale cream, pale gray, very dark rufous, very dark yellow-buff"
"Bay-breasted Warbler","Dendroica_castanea","New World warblers","Parulidae","Passeriformes","M","brownish gray, dark brown, dark gray, dark rufous, gray, medium cream, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff, pale cream"
"Bay-chested Warbling-finch","Poospiza_thoracica","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark yellow-buff"
"Bay-headed Tanager","Tangara_gyrola","Tanagers","Thraupidae","Passeriformes","F","dark gray, medium green, medium yellow-buff, medium-dark olive, medium-dark rufous, pale green"
"Bay-headed Tanager","Tangara_gyrola","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark brown, dark rufous, medium green, medium yellow-buff, medium-dark olive, pale green"
"Bay-headed Tanager","Tangara_gyrola","Tanagers","Thraupidae","Passeriformes",NA,"blue, brownish gray, dark brown, dark gray, dark olive, dark rufous, dark yellow-buff, gray, medium green, medium yellow-buff, medium-dark green, medium-dark olive, medium-dark rufous, medium-dark yellow-buff, olive-gray, pale cream"
"Baya Weaver","Ploceus_philippinus","Weavers and allies","Ploceidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Beach Kingfisher","Todiramphus_saurophaga","Kingfishers","Alcedinidae","Coraciiformes","M","blue, gray, light blue, medium-dark olive, olive-gray, pale cream"
"Bearded Flycatcher","Myiobius_barbatus","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, olive-gray, pale cream, very dark yellow-buff"
"Bearded Flycatcher","Myiobius_barbatus","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream"
"Bearded Parrotbill","Panurus_biarmicus","Babblers and parrotbills","Timaliidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Beautiful Firetail","Stagonopleura_bella","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","black, brownish gray, dark brown, dark gray, gray, medium buff, medium red-brown, medium tan, medium-dark brown, medium-dark red-brown, pale buff, pale pinkish buff, very pale buff, very pale cream, very pale orange-buff"
"Beautiful Firetail","Stagonopleura_bella","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","dark brown, dark yellow-buff, medium orange-buff, medium red-brown, medium tan, medium-dark orange-buff, medium-dark rufous, pale buff, very pale buff, very pale cream, very pale orange-buff"
"Beautiful Sunbird","Nectarinia_pulchella","Sunbirds","Nectariniidae","Passeriformes","F","brownish gray, gray, medium yellow-buff, medium-dark yellow-buff, pale cream"
"Beautiful Sunbird","Nectarinia_pulchella","Sunbirds","Nectariniidae","Passeriformes","M","black, dark gray, medium green, medium-dark orange-buff, medium-dark rufous, pale green"
"Beccari's Scrubwren","Sericornis_beccarii","Thornbills and gerygones","Acanthizidae","Passeriformes","F","brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Belford's Melidectes","Melidectes_belfordi","Honeyeaters","Meliphagidae","Passeriformes","F","black, brownish gray, dark gray, gray"
"Bell's Vireo","Vireo_bellii","Vireos and allies","Vireonidae","Passeriformes","F","black, brownish gray, dark gray, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, olive-gray, pale cream, pale gray"
"Belted Kingfisher","Megaceryle_alcyon","Kingfishers","Alcedinidae","Coraciiformes","F","black, dark gray, dark rufous, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, pale gray"
"Bendire's Thrasher","Toxostoma_bendirei","Mockingbirds and thrashers","Mimidae","Passeriformes","F","brownish gray, gray, medium yellow-buff, medium-dark yellow-buff"
"Bendire's Thrasher","Toxostoma_bendirei","Mockingbirds and thrashers","Mimidae","Passeriformes","M","brownish gray, gray, medium yellow-buff, medium-dark yellow-buff"
"Berthelot's Pipit","Anthus_berthelotii","Wagtails and pipits","Motacillidae","Passeriformes","M","brownish gray, gray, pale gray"
"Beryl-spangled Tanager","Tangara_nigroviridis","Tanagers","Thraupidae","Passeriformes","M","blue, dark blue, dark gray, dark olive, gray, medium green, medium yellow-buff, medium-dark green, medium-dark olive, medium-dark yellow-buff, olive-gray, pale green"
"Bewick's Wren","Thryomanes_bewickii","Wrens","Troglodytidae","Passeriformes","F","brownish gray, dark rufous, gray, medium-dark yellow-buff, pale gray"
"Bicknell's Thrush","Catharus_bicknelli","Thrushes","Turdidae","Passeriformes","F","brownish gray, dark rufous, dark yellow-buff, gray, pale gray"
"Bicknell's Thrush","Catharus_bicknelli","Thrushes","Turdidae","Passeriformes","M","brownish gray, dark yellow-buff, gray, pale gray"
"Bicoloured Antbird","Gymnopithys_leucaspis","Antbirds","Thamnophilidae","Passeriformes","F","brownish gray, dark rufous, gray, pale gray"
"Bicoloured Conebill","Conirostrum_bicolor","Tanagers","Thraupidae","Passeriformes","M","blue, dark gray, gray, medium yellow-buff, medium-dark yellow-buff, olive-gray"
"Bicoloured Hawk","Accipiter_bicolor","Osprey, kites, hawks and eagles","Accipitridae","Accipitriformes",NA,"brownish gray, dark gray, gray, medium-dark rufous"
"Bicoloured Mouse-warbler","Crateroscelis_nigrorufa","Thornbills and gerygones","Acanthizidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, medium-dark rufous, medium-dark yellow-buff"
"Bicoloured Wren","Campylorhynchus_griseus","Wrens","Troglodytidae","Passeriformes","F","brownish gray, dark rufous, gray, medium-dark rufous, medium-dark yellow-buff, pale gray"
"Bicoloured Wren","Campylorhynchus_griseus","Wrens","Troglodytidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff, pale gray"
"Bismarck Munia","Lonchura_melaena","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","black, medium-dark brown, medium-dark maroon, very pale orange-buff"
"Bismarck Munia","Lonchura_melaena","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","black, medium red-brown, medium-dark maroon, medium-dark red-brown, very dark maroon, very pale orange-buff"
"Black Berrypecker","Melanocharis_nigra","Berrypeckers","Melanocharitidae","Passeriformes","F","black, brownish gray, dark blue, dark gray, dark yellow-buff, gray, olive-gray"
"Black Bushbird","Neoctantes_niger","Antbirds","Thamnophilidae","Passeriformes","F","brownish gray, dark brown, dark gray, pale gray"
"Black Bushbird","Neoctantes_niger","Antbirds","Thamnophilidae","Passeriformes","M","dark gray, pale gray"
"Black Butcherbird","Cracticus_quoyi","Butcherbirds","Cracticidae","Passeriformes","F","black, dark gray, gray"
"Black Coucal","Centropus_grillii","Cuckoos","Cuculidae","Cuculiformes","M","black, brownish gray, dark gray, dark rufous, gray, medium-dark orange-buff, medium-dark rufous"
"Black Curassow","Crax_alector","Guans and curassows","Cracidae","Galliformes","F","dark gray, gray"
"Black Curassow","Crax_alector","Guans and curassows","Cracidae","Galliformes","M","dark gray, gray, medium-dark yellow-buff"
