"Common_name","Scientific_name","Family_description","Family","Order","Sex","all_color","Pro_Crown","Pro_Forehead","Pro_Nape","Pro_Supercilium","Pro_Lores","Pro_Auriculars","Pro_Malar","Pro_Eye","Pro_Beak","Pro_Mantle","Pro_Back","Pro_Scapulars","Pro_Rump","Pro_Collar","Pro_Chin_Throat","Pro_Breast","Pro_Belly","Pro_Flanks","Pro_Crissum","Pro_Wing_Coverts","Pro_Primaries","Pro_Secondaries","Pro_Tertials","Pro_Alula","Pro_WingBar","Pro_Wing_Other","Pro_Tail_Dorsal","Pro_Tail_Ventral","Pro_Tail_Outer","Pro_Tail_Other","Pro_Legs"
"Rufous-crowned Sparrow","Aimophila_ruficeps","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","brownish gray, dark rufous, gray, medium-dark rufous","medium-dark rufous, dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, brownish gray","gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous-headed Tanager","Hemithraupis_ruficapilla","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff","dark yellow-buff, dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark yellow-buff, gray",NA,"medium-dark yellow-buff",NA,"medium-dark yellow-buff, dark rufous, medium-dark rufous","medium-dark yellow-buff, dark yellow-buff","medium-dark yellow-buff, medium yellow-buff","gray","medium-dark yellow-buff, medium yellow-buff",NA,NA,NA,NA,NA,NA,"brownish gray, gray","dark yellow-buff, gray, brownish gray, medium-dark yellow-buff",NA,NA,NA,NA
"Rufous-naped Whistler","Aleadryas_rufinucha","Whistlers","Pachycephalidae","Passeriformes","F","black, brownish gray, dark brown, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff, very dark rufous, very dark yellow-buff","dark rufous, dark brown, very dark rufous, brownish gray, gray, dark gray, black",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, dark yellow-buff, very dark yellow-buff, brownish gray, medium yellow-buff, medium-dark yellow-buff",NA,NA,NA,"medium-dark yellow-buff, medium yellow-buff, gray, dark gray",NA,"gray, dark rufous, medium-dark rufous, medium-dark yellow-buff, dark yellow-buff, medium yellow-buff",NA,NA,"gray, dark yellow-buff, brownish gray, dark gray, very dark yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, dark yellow-buff, very dark yellow-buff, brownish gray, dark gray",NA
"Rufous-rumped Foliage-gleaner","Philydor_erythrocercum","Ovenbirds","Furnariidae","Passeriformes","F","brownish gray, dark brown, dark gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream, very dark rufous","gray, dark yellow-buff, brownish gray",NA,"brownish gray, dark yellow-buff, gray","medium-dark yellow-buff","medium yellow-buff, gray","medium-dark yellow-buff, gray","medium-dark yellow-buff, medium cream",NA,NA,NA,"brownish gray, gray","medium-dark yellow-buff, gray","dark rufous, dark yellow-buff",NA,"medium yellow-buff, medium cream","medium yellow-buff, medium-dark yellow-buff, gray","medium-dark yellow-buff, medium yellow-buff","gray","medium yellow-buff, gray","medium-dark yellow-buff",NA,"brownish gray",NA,"gray, brownish gray",NA,"dark gray, brownish gray",NA,NA,NA,"brownish gray, dark brown",NA
"Rufous-rumped Foliage-gleaner","Philydor_erythrocercum","Ovenbirds","Furnariidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream, very dark rufous","gray",NA,"gray, brownish gray","medium-dark yellow-buff","medium yellow-buff, medium-dark yellow-buff","dark yellow-buff, medium-dark yellow-buff, gray","gray, medium-dark yellow-buff",NA,NA,NA,"gray, medium-dark yellow-buff","brownish gray, gray","dark rufous, brownish gray, dark yellow-buff",NA,"medium yellow-buff, pale cream","medium-dark yellow-buff, medium yellow-buff, gray","medium-dark yellow-buff, medium yellow-buff","medium-dark yellow-buff","medium yellow-buff, medium-dark yellow-buff","medium-dark yellow-buff, dark yellow-buff",NA,"brownish gray",NA,"brownish gray",NA,"brownish gray",NA,NA,NA,"very dark rufous, dark rufous",NA
"Rufous-rumped Seedeater","Sporophila_hypochroma","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark yellow-buff","brownish gray, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff, brownish gray, gray",NA,"brownish gray, dark yellow-buff, gray",NA,"medium-dark yellow-buff, gray, dark rufous, brownish gray","medium-dark yellow-buff, dark rufous, brownish gray","medium-dark yellow-buff, dark rufous, gray, brownish gray",NA,"medium-dark yellow-buff, dark rufous, brownish gray",NA,NA,NA,NA,NA,NA,"brownish gray","brownish gray, dark gray, gray",NA,NA,NA,NA
"Rufous-sided Warbling-finch","Poospiza_hypochondria","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff","brownish gray, gray, dark yellow-buff",NA,NA,"gray, medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,"brownish gray, gray",NA,"brownish gray, gray",NA,"gray","gray, brownish gray","gray, medium-dark yellow-buff, dark yellow-buff","medium-dark rufous, dark rufous, dark yellow-buff","medium-dark yellow-buff, gray",NA,NA,NA,NA,NA,NA,"brownish gray","dark gray, gray, brownish gray",NA,"gray",NA,NA
"Rufous-tailed Flatbill","Ramphotrigon_ruficauda","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","brownish gray, dark rufous, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff, pale cream","dark yellow-buff, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray",NA,NA,NA,NA,"medium-dark yellow-buff","pale cream",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,NA,NA,"dark rufous, medium-dark rufous",NA
"Rufous-tailed Flatbill","Ramphotrigon_ruficauda","Tyrant-flycatchers","Tyrannidae","Passeriformes","M","brownish gray, dark gray, dark rufous, gray, medium cream, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff, pale cream","dark gray, brownish gray, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray",NA,NA,NA,NA,"medium-dark yellow-buff, gray, medium yellow-buff","medium cream, pale cream, medium yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,NA,NA,"dark rufous, medium-dark rufous",NA
"Rufous-tailed Foliage-gleaner","Philydor_ruficaudatum","Ovenbirds","Furnariidae","Passeriformes",NA,"black, dark gray, dark olive, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, olive-gray, very dark olive","dark olive, black, olive-gray",NA,"gray, black","black, olive-gray, dark olive","very dark olive, gray","gray","medium-dark yellow-buff, dark olive",NA,NA,NA,"gray","olive-gray, gray","black",NA,"dark olive, gray","black, dark olive, medium-dark yellow-buff","olive-gray, black","olive-gray, dark olive","dark olive, black","gray, black",NA,"olive-gray, black",NA,"gray",NA,NA,NA,NA,NA,"black",NA
"Rufous-tailed Hummingbird","Amazilia_tzacatl","Hummingbirds","Trochilidae","Apodiformes","M","brownish gray, dark rufous, medium-dark green, medium-dark olive, medium-dark rufous, medium-dark yellow-buff","medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff",NA,"medium-dark yellow-buff",NA,NA,"medium-dark olive, medium-dark green","brownish gray",NA,"medium-dark rufous",NA,NA,"brownish gray",NA,NA,NA,NA,NA,NA,"brownish gray","brownish gray",NA
"Rufous-tailed Jacamar","Galbula_ruficauda","Jacamars","Galbulidae","Piciformes","F","black, brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark orange-buff, medium-dark yellow-buff, olive-gray","black, gray",NA,"black","black, gray, medium-dark yellow-buff","brownish gray, black","black, olive-gray","medium yellow-buff, black",NA,NA,NA,"black","brownish gray, black","black",NA,"medium-dark yellow-buff, dark yellow-buff","black, medium-dark orange-buff","black","black","black","gray, black",NA,"black",NA,"brownish gray",NA,NA,NA,NA,NA,"black",NA
"Rufous-tailed Jacamar","Galbula_ruficauda","Jacamars","Galbulidae","Piciformes","M","black, brownish gray, dark maroon, dark rufous, dark yellow-buff, gray, medium orange-buff, medium yellow-buff, medium-dark brown, medium-dark olive, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray","dark maroon, dark yellow-buff, black",NA,"medium-dark orange-buff, black","brownish gray, black","black","black","dark rufous, black",NA,NA,NA,"medium-dark orange-buff, black","black, medium yellow-buff","dark rufous, black",NA,"gray, olive-gray","black, medium-dark rufous","dark rufous, black","medium-dark rufous, black","medium orange-buff, black","medium-dark orange-buff, medium yellow-buff",NA,"black",NA,"black",NA,NA,NA,NA,NA,"dark rufous, black",NA
"Rufous-thighed Kite","Harpagus_diodon","Osprey, kites, hawks and eagles","Accipitridae","Accipitriformes",NA,"black, brownish gray, dark gray, gray, olive-gray","olive-gray, brownish gray",NA,"gray","black",NA,"olive-gray","brownish gray",NA,NA,NA,"brownish gray","black","dark gray",NA,"olive-gray","gray","gray","black","gray","gray",NA,"dark gray",NA,"olive-gray",NA,NA,NA,NA,NA,"black",NA
"Rufous-throated Antbird","Gymnopithys_rufigula","Antbirds","Thamnophilidae","Passeriformes","F","brownish gray, dark rufous, medium orange-buff, medium-dark orange-buff, medium-dark rufous","brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark rufous, medium-dark orange-buff, brownish gray, medium orange-buff",NA,NA,NA,"medium-dark rufous, medium-dark orange-buff","medium-dark orange-buff","medium-dark rufous, brownish gray, medium-dark orange-buff",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, dark rufous",NA,NA,NA,"brownish gray",NA
"Rufous-throated Antbird","Gymnopithys_rufigula","Antbirds","Thamnophilidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium orange-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale gray","brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, pale gray, dark rufous, dark yellow-buff, gray",NA,NA,NA,"medium-dark orange-buff, medium-dark rufous, medium orange-buff","medium-dark orange-buff, dark rufous, medium-dark yellow-buff, medium-dark rufous","medium-dark rufous, medium-dark orange-buff, medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, pale gray",NA,NA,NA,"brownish gray",NA
"Rufous-throated Honeyeater","Conopophila_rufogularis","Honeyeaters","Meliphagidae","Passeriformes","F","brownish gray, dark gray, dark rufous, gray, medium-dark rufous, medium-dark yellow-buff, pale gray","brownish gray, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray",NA,NA,NA,"dark rufous, medium-dark rufous, gray, medium-dark yellow-buff, brownish gray",NA,"gray, pale gray",NA,NA,"brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, dark gray",NA
"Rufous-throated Sapphire","Hylocharis_sapphirina","Hummingbirds","Trochilidae","Apodiformes","F","brownish gray, dark yellow-buff, gray, medium orange-buff, medium-dark brown, medium-dark green, medium-dark olive, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff","dark yellow-buff, medium-dark yellow-buff",NA,"gray, medium-dark green",NA,NA,NA,NA,NA,NA,NA,"medium-dark green, medium-dark yellow-buff, medium-dark olive",NA,NA,NA,"medium-dark orange-buff, medium orange-buff","medium-dark green, medium-dark yellow-buff","gray, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,"gray",NA,NA,NA,"medium-dark yellow-buff, medium-dark rufous, medium-dark brown",NA
"Rufous-throated Sapphire","Hylocharis_sapphirina","Hummingbirds","Trochilidae","Apodiformes","M","brownish gray, dark brown, dark olive, gray, medium-dark brown, medium-dark dark purple, medium-dark green, medium-dark maroon, medium-dark olive, medium-dark rufous, medium-dark yellow-buff, olive-gray","medium-dark green, dark olive, olive-gray, medium-dark yellow-buff, medium-dark olive",NA,"medium-dark dark purple",NA,NA,NA,NA,NA,NA,NA,"medium-dark green, medium-dark olive",NA,"medium-dark yellow-buff",NA,"medium-dark rufous, dark brown, medium-dark dark purple","medium-dark olive, medium-dark green","medium-dark green, gray",NA,"medium-dark rufous",NA,NA,"gray",NA,NA,NA,"gray, brownish gray",NA,NA,"brownish gray","medium-dark brown, medium-dark maroon, brownish gray, medium-dark yellow-buff",NA
"Rufous-throated Tanager","Tangara_rufigula","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark green, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray","gray, dark gray, brownish gray, dark rufous",NA,NA,NA,NA,NA,"medium-dark rufous, dark rufous, medium-dark yellow-buff, dark yellow-buff",NA,NA,NA,"medium-dark yellow-buff, gray, brownish gray, dark rufous, medium-dark rufous, dark yellow-buff, dark gray",NA,"medium-dark yellow-buff, medium yellow-buff, dark gray, medium-dark orange-buff",NA,"medium-dark yellow-buff, medium-dark rufous","medium yellow-buff, medium-dark yellow-buff, medium-dark green","medium yellow-buff, medium-dark yellow-buff, gray, olive-gray, dark rufous",NA,"medium-dark yellow-buff, gray",NA,NA,NA,NA,NA,NA,"gray, dark gray, medium-dark yellow-buff, brownish gray, dark rufous","gray, dark gray, dark rufous, medium-dark yellow-buff, olive-gray, medium-dark rufous",NA,NA,NA,NA
"Rufous-vented Whitetip","Urosticte_ruficrissa","Hummingbirds","Trochilidae","Apodiformes","M","brownish gray, dark olive, gray, medium-dark green, medium-dark olive, medium-dark yellow-buff, olive-gray","medium-dark green",NA,"medium-dark green",NA,NA,NA,NA,NA,NA,NA,"medium-dark olive",NA,"medium-dark olive",NA,NA,"medium-dark olive","dark olive",NA,"medium-dark yellow-buff",NA,NA,"brownish gray",NA,NA,NA,NA,NA,NA,"olive-gray","medium-dark yellow-buff, gray",NA
"Rufous-winged Sparrow","Aimophila_carpalis","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","dark rufous, gray, medium cream, medium-dark orange-buff, medium-dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray","gray","gray, medium cream",NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark orange-buff, medium-dark rufous, dark rufous",NA,NA,NA,NA,NA
"Rufous-winged Sparrow","Aimophila_carpalis","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","dark rufous, gray, medium-dark rufous, pale gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, pale gray","gray","gray",NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous, dark rufous",NA,NA,NA,NA,NA
"Rufous-winged Tanager","Tangara_lavinia","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark olive, dark rufous, dark yellow-buff, gray, medium green, medium-dark green, medium-dark olive, medium-dark yellow-buff, olive-gray, very dark rufous","dark olive, dark rufous, very dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, dark olive, medium-dark yellow-buff, medium-dark green",NA,"medium-dark olive, dark olive, medium-dark yellow-buff",NA,"medium-dark green, olive-gray, medium green","medium-dark green, medium green","medium green, medium-dark green",NA,"medium-dark green, medium-dark olive",NA,"dark yellow-buff, medium-dark yellow-buff, dark rufous, brownish gray",NA,NA,NA,NA,"gray, brownish gray","gray, olive-gray, dark olive",NA,NA,NA,NA
"Russet Antshrike","Thamnistes_anabatinus","Antbirds","Thamnophilidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff","gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark yellow-buff, dark yellow-buff, brownish gray",NA,NA,NA,NA,"medium yellow-buff, medium-dark yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous",NA
"Russet Antshrike","Thamnistes_anabatinus","Antbirds","Thamnophilidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff","gray, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark yellow-buff, medium-dark yellow-buff, gray, dark rufous",NA,NA,NA,NA,"medium-dark yellow-buff, medium yellow-buff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium-dark rufous",NA
"Russet Nightingale-thrush","Catharus_occidentalis","Thrushes","Turdidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray","dark yellow-buff, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark yellow-buff, brownish gray, gray",NA,NA,NA,"gray",NA,"gray, dark gray",NA,NA,"dark yellow-buff, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, brownish gray",NA
"Russet-crowned Warbler","Basileuterus_coronatus","New World warblers","Parulidae","Passeriformes","F","black, brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff, very dark yellow-buff","medium-dark yellow-buff, medium-dark rufous, medium yellow-buff, dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark yellow-buff, black, very dark yellow-buff, gray",NA,NA,NA,"gray",NA,"medium yellow-buff, medium-dark yellow-buff",NA,NA,"dark yellow-buff, gray, medium-dark yellow-buff, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, brownish gray",NA
"Rust-and-yellow Tanager","Thlypopsis_ruficeps","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff","medium-dark yellow-buff, dark rufous, medium-dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, dark yellow-buff",NA,"dark yellow-buff, medium-dark yellow-buff",NA,"medium yellow-buff, medium-dark yellow-buff","medium-dark yellow-buff, medium yellow-buff","medium yellow-buff, medium-dark yellow-buff","medium-dark yellow-buff","medium-dark yellow-buff, medium yellow-buff",NA,NA,NA,NA,NA,NA,"gray, brownish gray","gray, medium-dark yellow-buff, dark yellow-buff",NA,NA,NA,NA
"Rusty Blackbird","Euphagus_carolinus","New World blackbirds","Icteridae","Passeriformes","F","black, brownish gray, dark gray, gray, medium-dark yellow-buff","dark gray, black, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark gray, brownish gray, gray",NA,NA,NA,"dark gray, black, brownish gray, gray, medium-dark yellow-buff",NA,"dark gray, gray",NA,NA,"dark gray, black, gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark gray, gray",NA
"Rusty Flowerpiercer","Diglossa_sittoides","Tanagers","Thraupidae","Passeriformes","M","brownish gray, dark gray, gray, medium-dark yellow-buff","brownish gray, gray, dark gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gray, brownish gray, dark gray",NA,"gray, brownish gray",NA,"gray, medium-dark yellow-buff","medium-dark yellow-buff","brownish gray, medium-dark yellow-buff, gray",NA,"medium-dark yellow-buff, brownish gray",NA,NA,NA,NA,NA,NA,"brownish gray, gray","gray, brownish gray, dark gray",NA,NA,NA,NA
"Rusty Mouse-warbler","Crateroscelis_murina","Thornbills and gerygones","Acanthizidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff","brownish gray, black, dark gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, gray",NA,NA,NA,"gray",NA,"medium-dark yellow-buff, medium yellow-buff, gray, brownish gray",NA,NA,"brownish gray, dark yellow-buff, dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, gray",NA
"Rusty Pitohui","Pitohui_ferrugineus","Shrike-thrushes and allies","Colluricinclidae","Passeriformes","F","brownish gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, very dark rufous","dark rufous, dark yellow-buff, brownish gray",NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark yellow-buff, dark rufous, very dark rufous, brownish gray",NA,NA,NA,"medium-dark yellow-buff, gray, medium yellow-buff",NA,"medium-dark yellow-buff, medium yellow-buff, medium-dark rufous, medium-dark orange-buff",NA,NA,"medium-dark yellow-buff, dark yellow-buff, dark rufous, brownish gray, medium-dark rufous, very dark rufous",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brownish gray, dark rufous",NA
